Title,AlbumTitle,TrackArtist,AlbumArtist,Genre,Year,Duration,PlayCount,TrackNumber,Path
Breathe Deeper,The Slow Rush,Tame Impala,Tame Impala,Alternative,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/The Slow Rush/1-05 Breathe Deeper.mp3
HAZARD DUTY PAY!,LP!,JPEGMAFIA,JPEGMAFIA,,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/JPEGMAFIA/LP!/05 HAZARD DUTY PAY!.mp3
way back,Birds In The Trap Sing McKnight,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/Birds In The Trap Sing McKnight/1-02 way back.mp3
Caramelo Duro (Spanish Version),Te Lo Dije,"Miguel, Kali Uchis",Miguel,R&B,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Miguel/Te Lo Dije/1-04 Caramelo Duro (Spanish Version).mp3
Love Hurts,Die Lit,"Playboi Carti, Travis Scott",Playboi Carti,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Playboi Carti/Die Lit/1-05 Love Hurts.mp3
GP4,No Pressure,Logic,Logic,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Logic/No Pressure/1-03 GP4.mp3
"Holy Key (feat. Big Sean, Kendrick Lamar & Betty Wright) ",Major Key,DJ Khaled,Unknown Artist,Rap/Hip Hop,,0:0,0,4,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/DJ Khaled/Major Key/04 Holy Key (feat. Big Sean, Kendric.mp3"
A BOY IS A GUN,IGOR,"Tyler, The Creator","Tyler, The Creator",Rap/Hip Hop,,0:0,0,7,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/IGOR/1-07 A BOY IS A GUN.mp3"
Tookie Knows II,Blank Face LP,"Schoolboy Q, Traffic, TF",Schoolboy Q,Rap/Hip Hop,,0:0,0,17,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Schoolboy Q/Blank Face LP/1-17 Tookie Knows II.mp3
What Can We Do? (feat. Nate Dogg),Ventura,Anderson .Paak,Anderson .Paak,(14),,0:0,0,11,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Ventura/1-11 What Can We Do_ (feat. Nate Dog.mp3
Stuck in the Mud (feat. SZA),The Sun's Tirade,"Isaiah Rashad, SZA",Isaiah Rashad,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The Sun's Tirade/1-10 Stuck in the Mud (feat. SZA).mp3
Devil In A New Dress,My Beautiful Dark Twisted Fantasy,"Kanye West, Rick Ross",Kanye West,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/My Beautiful Dark Twisted Fantasy/1-08 Devil In A New Dress.mp3
Jesus Walks,The College Dropout,Kanye West,Unknown Artist,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/The College Dropout/07 Jesus Walks.mp3
1999,Charli,Charli XCX/Troye Sivan,Charli XCX,Pop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Charli XCX/Charli/04 1999.mp3
Tokyo Drifting,Tokyo Drifting,"Glass Animals, Denzel Curry",Glass Animals,Pop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Glass Animals/Tokyo Drifting/1-01 Tokyo Drifting.mp3
GATTI,JACKBOYS,"JACKBOYS, Travis Scott, Pop Smoke",JACKBOYS,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/JACKBOYS/JACKBOYS/1-07 GATTI.mp3
ooh la la,RTJ4,"Run The Jewels, Greg Nice, Dj Premier",Run The Jewels,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Run The Jewels/RTJ4/1-02 ooh la la.mp3
scapegoats,The Melodic Blue,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/The Melodic Blue/03 scapegoats.mp3
The City in the Clouds,Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),John Williams,John Williams,Films/Games,,0:0,0,11,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/John Williams/Star Wars_ The Empire Strikes Back (Orig/11 The City in the Clouds.mp3
Soul Food II,No Pressure,Logic,Logic,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Logic/No Pressure/1-06 Soul Food II.mp3
Apple Pie,Rodeo,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,14,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/Rodeo/1-14 Apple Pie.mp3
Skyline To,Blonde,Frank Ocean,Frank Ocean,Pop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/Blonde/1-06 Skyline To.mp3
ringtone,1000 gecs,100 gecs,100 gecs,Alternative,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/100 gecs/1000 gecs/07 ringtone.mp3
a lot,i am > i was,21 Savage,Unknown Artist,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/21 Savage/i am _ i was/01 a lot.mp3
Window Pain (Outro),KOD,J. Cole,Unknown Artist,Rap/Hip Hop,,0:0,0,11,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J. Cole/KOD/11 Window Pain (Outro).mp3
Can't Look Into My Eyes,Turbo Grafx 16,"Kanye West, Kid Cudi, Michael Jackson",Kanye West,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Turbo Grafx 16/01 Can't Look Into My Eyes.mp3
The Blacker the Berry,To Pimp A Butterfly,Kendrick Lamar,Kendrick Lamar,Rap/Hip Hop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/To Pimp A Butterfly/13 The Blacker the Berry.mp3
The Mandalorian,The Mandalorian: Chapter 1 (Original Score),Ludwig Goransson,Ludwig Goransson,Films/Games,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Ludwig Goransson/The Mandalorian_ Chapter 1 (Original Sco/09 The Mandalorian.mp3
Real Friends,The Life Of Pablo,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,12,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/The Life Of Pablo/1-12 Real Friends.mp3
Face to Face,Discovery,Daft Punk,Daft Punk,Dance,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Daft Punk/Discovery/1-13 Face to Face.mp3
Snitching,Shoot For The Stars Aim For The Moon,"Pop Smoke, Quavo, Future",Pop Smoke,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Pop Smoke/Shoot For The Stars Aim For The Moon/1-08 Snitching.mp3
Faith,After Hours (Deluxe),The Weeknd,The Weeknd,R&B,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/The Weeknd/After Hours (Deluxe)/1-08 Faith.mp3
Palmolive,Bandana,"Freddie Gibbs, Madlib, Pusha T, Killer Mike",Freddie Gibbs,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Freddie Gibbs/Bandana/1-06 Palmolive.mp3
Rain On Me,Chromatica,Lady Gaga/Ariana Grande,Lady Gaga,Pop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lady Gaga/Chromatica/04 Rain On Me.mp3
SLUGGER (feat. $NOT & slowthai),SLUGGER (feat. $NOT & slowthai),Kevin Abstract,Kevin Abstract,Pop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kevin Abstract/SLUGGER (feat. $NOT & slowthai)/01 SLUGGER (feat. $NOT & slowthai).mp3
Nice For What,Nice For What,Drake,Unknown Artist,,,0:0,0,,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/Nice For What/Nice For What.mp3
hello!,"oh, how perfect",Role Model,Role Model,Pop,,0:0,0,2,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Role Model/oh, how perfect/02 hello!.mp3"
T.D,Lil Boat 3,"Lil Yachty, Tierra Whack, A$AP Rocky, Tyler, The Creator",Lil Yachty,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lil Yachty/Lil Boat 3/1-04 T.D.mp3
Touch The Sky,Late Registration,"Kanye West, Lupe Fiasco",Kanye West,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Late Registration/1-03 Touch The Sky.mp3
Pretty Please,Future Nostalgia,Dua Lipa,Dua Lipa,Pop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dua Lipa/Future Nostalgia/06 Pretty Please.mp3
Guilt Trip,Yeezus,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Yeezus/1-08 Guilt Trip.mp3
The Throne Room and End Title,Star Wars: A New Hope (Original Motion Picture Soundtrack),John Williams,John Williams,Films/Games,,0:0,0,16,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/John Williams/Star Wars_ A New Hope (Original Motion P/16 The Throne Room and End Title.mp3
Needed Me,ANTI,Rihanna,Rihanna,Pop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Rihanna/ANTI/07 Needed Me.mp3
See You Again,Flower Boy,"Tyler, The Creator, Kali Uchis","Tyler, The Creator",Rap/Hip Hop,,0:0,0,4,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/Flower Boy/1-04 See You Again.mp3"
Es U Du,Tevavor Qaminer,TATA SIMONYAN,TATA SIMONYAN,Pop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/TATA SIMONYAN/Tevavor Qaminer/1-01 Es U Du.mp3
RIP Young (feat. Project Pat & Juicy J) (Remix),The House Is Burning [homies begged],Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,17,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The House Is Burning [homies begged]/1-17 RIP Young (feat. Project Pat &.mp3
"Bitch, Don’t Kill My Vibe (Remix)","good kid, m.A.A.d city (Deluxe)","Kendrick Lamar, Jay Z",Kendrick Lamar,Rap/Hip Hop,,0:0,0,4,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/good kid, m.A.A.d city (Deluxe)/2-04 Bitch, Don_t Kill My Vibe (Remi.mp3"
Father Stretch My Hand Pt. 1,The Life Of Pablo+,"Kanye West, Kendrick Lamar",Unknown Artist,Rap/Hip Hop,,0:0,0,1,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West, Kendrick Lamar/The Life Of Pablo+/01 Father Stretch My Hand Pt. 1.mp3"
can't leave without it,i am > i was,21 Savage,21 Savage,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/21 Savage/i am _ i was/08 can't leave without it.mp3
Wasted,Heaven Or Hell,Don Toliver,Don Toliver,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Don Toliver/Heaven Or Hell/1-05 Wasted.mp3
"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)",Cozy Tapes Vol. 2: Too Cozy,A$AP Mob,A$AP Mob,Rap/Hip Hop,,0:0,0,11,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/A$AP Mob/Cozy Tapes Vol. 2_ Too Cozy/11 Frat Rules (feat. A$AP Rocky, Pla.mp3"
Kevin’s Heart,KOD,J. Cole,Unknown Artist,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J. Cole/KOD/07 Kevin_s Heart.mp3
The Moment,Currents,Tame Impala,Tame Impala,Alternative,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/Currents/1-03 The Moment.mp3
Dang! (feat. Anderson .Paak),The Divine Feminine,"MAC MILLER, Anderson .Paak",MAC MILLER,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mac Miller/The Divine Feminine/1-02 Dang! (feat. Anderson .Paak).mp3
BLEACH,SATURATION III,BROCKHAMPTON,BROCKHAMPTON,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/BROCKHAMPTON/SATURATION III/1-07 BLEACH.mp3
Say You Will,808s & Heartbreak,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/808s & Heartbreak/1-01 Say You Will.mp3
Patience,Patience,Tame Impala,Tame Impala,Alternative,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/Patience/1-01 Patience.mp3
CAN'T SAY,ASTROWORLD,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/ASTROWORLD/13 CAN'T SAY.mp3
"""haha my music taste is pretty diverse I hate mainstream music 😌"" MV",Unkwon Album,94rig,Unknown Artist,,,0:0,0,,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/94rig/Unknown Album/_haha my music taste is pretty diver.mp3
A.P.I.D.T.A.,A Written Testimony,Jay Electronica,Jay Electronica,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Jay Electronica/A Written Testimony/1-10 A.P.I.D.T.A..mp3
Too Comfortable,High Off Life,Future,Future,Rap/Hip Hop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Future/High Off Life/1-13 Too Comfortable.mp3
living single,living single,JPEGMAFIA,JPEGMAFIA,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/JPEGMAFIA/living single/1-01 living single.mp3
Jail,Donda,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Donda/02 Jail.mp3
Reality In Motion,Currents,Tame Impala,Tame Impala,Alternative,,0:0,0,11,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/Currents/1-11 Reality In Motion.mp3
sdp interlude,Birds In The Trap Sing McKnight,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/Birds In The Trap Sing McKnight/1-06 sdp interlude.mp3
Nightcrawler,Rodeo,"Travis Scott, Swae Lee, Chief Keef",Travis Scott,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/Rodeo/1-07 Nightcrawler.mp3
BANKROLL (feat. A$AP Rocky & A$AP Ferg),"ROADRUNNER: NEW LIGHT, NEW MACHINE",BROCKHAMPTON/A$AP Rocky/A$AP Ferg,BROCKHAMPTON,Rap/Hip Hop,,0:0,0,4,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/BROCKHAMPTON/ROADRUNNER_ NEW LIGHT, NEW MACHINE/04 BANKROLL (feat. A$AP Rocky & A$AP.mp3"
One Love,Illmatic,Nas,Unknown Artist,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Nas/Illmatic/07 One Love.mp3
The Weekend,Ctrl,SZA,SZA,R&B,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/SZA/Ctrl/1-06 The Weekend.mp3
VENGEANCE | VENGEANCE,TA13OO,Denzel Curry,Denzel Curry,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Denzel Curry/TA13OO/3-03 VENGEANCE _ VENGEANCE.mp3
Comic Sans (feat. Jack Harlow),Comic Sans (feat. Jack Harlow),Audrey Nuna,Audrey Nuna,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Audrey Nuna/Comic Sans (feat. Jack Harlow)/01 Comic Sans (feat. Jack Harlow).mp3
Off The Ground,Venice,Anderson .Paak,Anderson .Paak,R&B,,0:0,0,16,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Venice/16 Off The Ground.mp3
In My Room,In My Room,Frank Ocean,Frank Ocean,Pop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/In My Room/1-01 In My Room.mp3
One More Hour,The Slow Rush,Tame Impala,Tame Impala,Alternative,,0:0,0,12,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/The Slow Rush/1-12 One More Hour.mp3
Come and See Me (feat. Drake),PARTYNEXTDOOR 3 (P3),"PARTYNEXTDOOR, Drake",PARTYNEXTDOOR,R&B,,0:0,0,15,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/PARTYNEXTDOOR/PARTYNEXTDOOR 3 (P3)/1-15 Come and See Me (feat. Drake).mp3
New Slaves,Yeezus,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Yeezus/1-04 New Slaves.mp3
Birds & The Beez,Setbacks,ScHoolboy Q,ScHoolboy Q,Rap/Hip Hop,,0:0,0,14,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Schoolboy Q/Setbacks/1-14 Birds & The Beez.mp3
COUNT ON ME,COUNT ON ME,BROCKHAMPTON,BROCKHAMPTON,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/BROCKHAMPTON/COUNT ON ME/01 COUNT ON ME.mp3
Levitating,Future Nostalgia,Dua Lipa,Dua Lipa,Pop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dua Lipa/Future Nostalgia/1-05 Levitating.mp3
Boredom,Flower Boy,"Tyler, The Creator, Anna Of The North, Rex Orange County","Tyler, The Creator",Rap/Hip Hop,,0:0,0,8,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/Flower Boy/1-08 Boredom.mp3"
Disgusted,Revenge Of The Dreamers III: Director's Cut,"Dreamville, Cozz, Childish Major",Dreamville,Rap/Hip Hop,,0:0,0,28,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dreamville/Revenge Of The Dreamers III_ Director's/1-28 Disgusted.mp3
Problems,Teenage Fever,"Kaash Paige, Isaiah Rashad",Kaash Paige,R&B,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kaash Paige/Teenage Fever/1-10 Problems.mp3
Wesley’s Theory (Feat. George Clinton & Thundercat),To Pimp A Butterfly,Kendrick Lamar,Kendrick Lamar,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/To Pimp A Butterfly/01 Wesley_s Theory (Feat. George Cli.mp3
4 Thangs (feat. Big Sean & Hit-Boy),4 Thangs (feat. Big Sean & Hit-Boy),Freddie Gibbs,Freddie Gibbs,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Freddie Gibbs/4 Thangs (feat. Big Sean & Hit-Boy)/1-01 4 Thangs (feat. Big Sean & Hit-.mp3
The Climb Back,Lewis Street,J. Cole,J. Cole,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J. Cole/Lewis Street/1-01 The Climb Back.mp3
HIGHEST IN THE ROOM (REMIX),JACKBOYS,"Travis Scott, Rosalía, Lil Baby",JACKBOYS,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/JACKBOYS/JACKBOYS/1-01 HIGHEST IN THE ROOM (REMIX).mp3
Touch (feat. Paul Williams),Random Access Memories,Daft Punk,Daft Punk,Pop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Daft Punk/Random Access Memories/1-07 Touch (feat. Paul Williams).mp3
Way Out,Thats What They All Say,"Jack Harlow, Big Sean",Jack Harlow,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Jack Harlow/Thats What They All Say/1-05 Way Out.mp3
honey baby (SPOILED!),TO FEEL ALIVE EP,Kali Uchis,Kali Uchis,R&B,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kali Uchis/TO FEEL ALIVE EP/1-01 honey baby (SPOILED!).mp3
Jail pt 2,Donda (Deluxe),Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,31,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Donda (Deluxe)/1-31 Jail pt 2.mp3
PUPPET,IGOR,"Tyler, The Creator","Tyler, The Creator",Rap/Hip Hop,,0:0,0,8,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/IGOR/1-08 PUPPET.mp3"
Saint Pablo,The Life Of Pablo,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,20,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/The Life Of Pablo/1-20 Saint Pablo.mp3
WAKE UP,ASTROWORLD,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/ASTROWORLD/1-08 WAKE UP.mp3
Good Days,Good Days,SZA,SZA,Pop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/SZA/Good Days/1-01 Good Days.mp3
Godspeed,Blonde,Frank Ocean,Frank Ocean,Pop,,0:0,0,16,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/Blonde/1-16 Godspeed.mp3
The Less Elements I Know the Better,The Less Elements I Know the Better,"Tame Impala, Kendrick Lamar","Tame Impala, Kendrick Lamar",20,,0:0,0,1,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala, Kendrick Lamar/The Less Elements I Know the Better/01 The Less Elements I Know the Bett.mp3"
CAROUSEL,ASTROWORLD,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/ASTROWORLD/1-02 CAROUSEL.mp3
HOT WIND BLOWS (feat. Lil Wayne),CALL ME IF YOU GET LOST,"Tyler, The Creator","Tyler, The Creator",Rap/Hip Hop,,0:0,0,6,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/CALL ME IF YOU GET LOST/06 HOT WIND BLOWS (feat. Lil Wayne).mp3"
Sundress,Sundress,A$AP Rocky,A$AP Rocky,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/A$AP Rocky/Sundress/1-01 Sundress.mp3
Am I Wrong (feat. ScHoolboy Q),Malibu,Anderson .Paak,Unknown Artist,14,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Malibu/06 Am I Wrong (feat. ScHoolboy Q).mp3
All Of The Lights,My Beautiful Dark Twisted Fantasy,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/My Beautiful Dark Twisted Fantasy/1-05 All Of The Lights.mp3
Might Be,Venice,Anderson .Paak,Anderson .Paak,R&B,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Venice/04 Might Be.mp3
SUGAR,GINGER,BROCKHAMPTON,BROCKHAMPTON,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/BROCKHAMPTON/GINGER/1-02 SUGAR.mp3
R.I.P. Kevin Miller,Cilvia Demo,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/Cilvia Demo/1-04 R.I.P. Kevin Miller.mp3
Swimming Pools (Drank) (Extended Version),"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,Kendrick Lamar,Rap/Hip Hop,,0:0,0,9,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/good kid, m.A.A.d city (Deluxe)/1-09 Swimming Pools (Drank) (Extende.mp3"
trademark usa,The Melodic Blue,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/The Melodic Blue/01 trademark usa.mp3
Dear April (Side A - Acoustic),Dear April (Side A - Acoustic),Frank Ocean,Frank Ocean,Pop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/Dear April (Side A - Acoustic)/1-01 Dear April (Side A - Acoustic).mp3
Go Legend,Double Or Nothing,"Big Sean, Metro Boomin, Travis Scott",Big Sean,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Big Sean/Double Or Nothing/1-01 Go Legend.mp3
Poetic Justice,"good kid, m.A.A.d city (Deluxe)","Kendrick Lamar, Drake",Kendrick Lamar,Rap/Hip Hop,,0:0,0,6,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/good kid, m.A.A.d city (Deluxe)/1-06 Poetic Justice.mp3"
Be Careful (feat. Thundercat),Intimidated,KAYTRANADA,KAYTRANADA,Electro,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/KAYTRANADA/Intimidated/1-02 Be Careful (feat. Thundercat).mp3
APESHIT,EVERYTHING IS LOVE,The Carters,The Carters,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/The Carters/EVERYTHING IS LOVE/1-02 APESHIT.mp3
forever,how i'm feeling now,Charli XCX,Charli XCX,Pop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Charli XCX/how i'm feeling now/02 forever.mp3
Brother's Keeper (feat. Pusha T),Oxnard,Anderson .Paak,Unknown Artist,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Oxnard/09 Brother's Keeper (feat. Pusha T).mp3
